Unnamed: 0,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor,Average GPA,Median Grade,Standard Deviation,Difference,Instructor Last Name
6371,ME,200,27,37,33,15,5,9,2,7,2,0,0,0,1,0,"Liebenberg, Leon",3.54,A-,0.6,,Liebenberg
6372,ME,200,0,66,22,8,5,0,0,2,0,0,1,0,4,1,"Pulletikurthi, Venkatesh",3.62,A,0.47,,Pulletikurthi
6373,ME,270,0,12,7,7,0,6,0,1,1,0,0,0,0,0,"Flachsbart, Bruce R",3.43,A-,0.62,,Flachsbart
6374,ME,300,24,59,59,46,60,61,50,44,26,17,20,19,48,9,"Glumac, Nick G",2.53,B-,0.94,,Glumac
6375,ME,300,12,15,24,36,39,23,14,9,3,1,0,1,2,1,"Hutchens, Shelby",3.08,B,0.63,,Hutchens
6376,ME,300,5,10,4,8,7,6,9,10,0,0,11,0,8,1,"Matalon, Moshe",2.44,B-,0.99,,Matalon
6377,ME,300,12,89,35,46,115,43,25,45,3,0,1,0,0,2,"Lee, Tonghun",3.14,B,0.67,,Lee
6378,ME,300,7,13,22,17,15,11,9,17,7,10,4,0,0,0,"Rajasegar, Rajavasanth",2.85,B,0.9,,Rajasegar
6379,ME,300,53,32,23,27,13,4,5,0,0,0,0,0,0,2,"Shen, Cai",3.67,A,0.45,,Shen
6380,ME,300,6,14,20,22,34,10,4,0,0,0,0,0,3,1,"Sinha, Sanjiv",3.23,B+,0.46,,Sinha
6381,ME,300,18,48,95,80,49,27,9,8,10,1,5,0,3,6,"Georgiadis, John G",3.28,B+,0.63,,Georgiadis
6382,ME,310,6,17,31,12,20,9,13,6,0,5,5,0,5,0,"Ewoldt, Randy H",2.97,B+,0.82,,Ewoldt
6383,ME,310,31,44,23,28,15,17,10,11,7,1,1,0,3,0,"Gazzola, Mattia",3.28,A-,0.74,,Gazzola
6384,ME,310,10,18,9,13,14,14,13,19,10,0,1,0,0,1,"Pantano-Rubino, Carlos A",2.92,B,0.82,,Pantano-Rubino
6385,ME,310,4,6,14,9,13,6,7,1,2,0,0,0,1,0,"Chang, Wayne",3.14,B+,0.61,,Chang
6386,ME,310,9,10,17,6,4,2,1,2,1,0,0,0,0,0,"Feng, Jie",3.53,A-,0.57,,Feng
6387,ME,310,0,15,14,7,4,3,3,0,2,0,0,1,1,0,"Christensen, Kenneth T",3.31,A-,0.72,,Christensen
6388,ME,310,2,10,1,1,8,7,0,6,3,0,2,0,2,1,"Keane, Richard D",2.78,B,0.89,,Keane
6389,ME,310,3,21,3,5,21,6,4,2,0,0,0,0,0,0,"Aluru, Narayana R",3.32,B,0.6,,Aluru
6390,ME,310,3,5,5,13,13,4,8,2,2,1,1,1,0,0,"Johnson, Blake E",2.97,B,0.76,,Johnson
6391,ME,310,0,5,4,5,1,5,2,6,2,0,0,0,0,0,"Pearlstein, Arne J",2.92,B,0.78,,Pearlstein
6392,ME,310,2,14,16,20,28,6,4,20,0,6,2,0,4,2,"El Cheikh, Amne",2.86,B,0.78,,El Cheikh
6393,ME,310,2,9,9,8,4,6,5,4,5,0,3,0,3,0,"Rajasegar, Rajavasanth",2.81,B,0.88,,Rajasegar
6394,ME,310,1,8,13,8,6,6,2,2,0,1,1,0,0,0,"Liebenberg, Leon",3.24,B+,0.7,,Liebenberg
6395,ME,310,0,3,8,9,10,7,2,3,3,2,0,0,1,0,"Juarez, Gabriel",2.88,B,0.69,,Juarez
6396,ME,310,8,12,29,16,18,11,3,2,1,1,0,0,0,0,"Chamorro Chavez, Leonardo",3.34,B+,0.57,,Chamorro Chavez
6397,ME,310,6,19,14,8,13,13,7,13,8,3,3,1,2,0,"Freund, Jonathan",2.86,B,0.9,,Freund
6398,ME,310,2,10,15,15,13,4,6,4,1,1,0,0,1,0,"Ashraf, Ali",3.16,B+,0.64,,Ashraf
6399,ME,310,1,8,8,10,7,2,5,7,1,1,1,0,0,0,"Georgiadis, John G",3.03,B+,0.79,,Georgiadis
6400,ME,320,6,17,16,18,23,12,3,3,1,0,1,0,0,1,"Jassim, Emad W",3.27,B+,0.6,,Jassim
6401,ME,320,7,7,4,7,7,7,6,6,8,0,0,0,0,0,"Pantano-Rubino, Carlos A",2.93,B,0.82,,Pantano-Rubino
6402,ME,320,3,5,6,3,13,1,0,3,0,3,0,0,3,0,"Koeln, Justin",2.89,B,0.77,,Koeln
6403,ME,320,1,8,0,0,26,0,0,14,2,0,0,0,0,1,"Jacobi, Anthony M",2.85,B,0.71,,Jacobi
6404,ME,320,3,10,4,14,4,8,3,9,8,2,4,0,2,0,"Pearlstein, Arne J",2.7,B-,0.92,,Pearlstein
6405,ME,320,13,2,2,2,2,3,2,6,0,1,1,0,2,0,"King, William P",2.97,B+,0.92,,King
6406,ME,320,5,6,4,7,11,3,3,6,4,1,2,1,0,0,"Nawaz, Kashif",2.88,B,0.91,,Nawaz
6407,ME,320,18,50,68,55,43,54,33,17,6,6,5,0,10,3,"Smith, Kyle C",3.05,B+,0.71,,Smith
6408,ME,320,5,36,39,34,44,21,15,10,5,4,3,1,2,1,"Sinha, Sanjiv",3.11,B+,0.72,,Sinha
6409,ME,320,0,2,10,20,7,11,5,4,0,0,2,2,0,0,"Miljkovic, Nenad",2.93,B+,0.74,,Miljkovic
6410,ME,330,30,66,84,49,23,15,4,4,2,1,0,1,1,0,"Nam, SungWoo",3.53,A-,0.53,,Nam
6411,ME,330,50,72,37,25,15,6,0,1,0,1,0,0,0,0,"Downing, Stephen D",3.73,A,0.42,,Downing
6412,ME,330,12,49,53,30,24,13,10,9,3,0,4,2,0,0,"Cai, Lili",3.33,A-,0.73,,Cai
6413,ME,330,11,27,50,37,23,15,6,2,5,0,0,0,0,0,"Mercer, Brian S",3.38,A-,0.56,,Mercer
6414,ME,330,12,39,48,54,52,48,25,10,8,2,2,1,0,0,"Jasiuk, Iwona M",3.13,B+,0.67,,Jasiuk
6415,ME,330,5,33,22,16,51,14,17,23,8,0,5,0,0,0,"Wagoner Johnson, Amy J",2.99,B,0.77,,Wagoner Johnson
6416,ME,330,4,14,12,23,15,8,5,5,1,1,0,0,0,0,"Wang, Ning",3.22,B+,0.62,,Wang
6417,ME,330,23,13,30,20,2,7,0,2,0,0,0,0,0,0,"Wang, Cai Mike",3.6,A-,0.45,,Wang
6418,ME,330,16,49,72,21,14,17,4,11,1,1,1,0,0,0,"Saif, M Taher A",3.46,A-,0.62,,Saif
6419,ME,330,26,21,19,6,2,2,0,1,0,0,0,0,0,0,"Abuzaid, Wael Z M",3.78,A,0.37,,Abuzaid
6420,ME,340,1,9,8,6,16,7,5,4,3,0,1,0,0,0,"Dullerud, Geir E",3.03,B,0.71,,Dullerud
6421,ME,340,22,10,20,16,8,8,4,0,2,4,0,0,6,0,"West, Matthew",3.18,A-,0.71,,West
6422,ME,340,2,44,3,0,57,4,0,27,3,0,5,0,7,0,"Vakakis, Alexander F",2.9,B,0.82,,Vakakis
6423,ME,340,20,16,4,2,4,3,4,6,1,0,0,0,1,0,"Wan, Wenbin",3.42,A,0.75,,Wan
6424,ME,340,2,11,10,11,14,8,9,9,4,0,2,1,0,1,"Xie, Yangmin",2.93,B,0.81,,Xie
6425,ME,340,20,53,36,27,10,9,0,0,3,0,0,0,0,1,"LaViers Minnick, Amy E",3.63,A-,0.48,,LaViers Minnick
6426,ME,340,0,4,2,2,20,6,3,13,3,2,1,2,0,0,"Essick, Raymond B",2.57,B-,0.78,,Essick
6427,ME,340,3,5,4,1,10,3,10,7,1,0,5,2,3,0,"Ahsan, Zaid",2.47,C+,0.94,,Ahsan
6428,ME,340,2,6,3,1,7,0,4,2,0,0,0,0,0,0,"Hovakimyan, Naira",3.23,B,0.69,,Hovakimyan
6429,ME,340,11,47,27,11,11,6,1,0,0,1,0,0,0,1,"Toussaint, Kimani C",3.66,A,0.47,,Toussaint
6430,ME,340,13,64,20,21,6,1,7,3,1,0,0,1,0,0,"Shao, Chenhui",3.63,A,0.59,,Shao
6431,ME,340,9,4,2,5,4,2,1,0,2,0,0,0,0,0,"Eriten, Melih",3.41,A-,0.69,,Eriten
6432,ME,340,20,71,54,31,25,8,6,7,1,0,0,0,0,2,"Salapaka, Srinivasa M",3.55,A-,0.53,,Salapaka
6433,ME,360,43,62,25,18,31,10,4,10,3,0,4,2,1,0,"Bentsman, Joseph",3.43,A-,0.75,,Bentsman
6434,ME,360,12,29,40,24,23,15,10,11,4,3,2,1,4,0,"Bahl, Gaurav",3.14,B+,0.75,,Bahl
6435,ME,360,9,37,36,20,24,17,3,2,0,0,0,0,1,0,"Salapaka, Srinivasa M",3.43,A-,0.51,,Salapaka
6436,ME,360,5,69,33,28,55,18,0,16,0,0,3,0,6,0,"Mehta, Prashant G",3.25,B+,0.65,,Mehta
6437,ME,360,10,25,12,3,0,0,0,0,0,0,0,0,0,0,"Ahsan, Zaid",3.88,A,0.2,,Ahsan
6438,ME,360,7,8,6,8,11,8,4,6,1,0,0,0,0,0,"Mehdi, Syed B",3.15,B,0.68,,Mehdi
6439,ME,360,6,10,7,12,11,8,9,7,1,0,1,1,0,0,"Hovakimyan, Naira",3.05,B,0.77,,Hovakimyan
6440,ME,360,28,77,75,45,36,31,9,4,9,1,2,2,1,0,"Toussaint, Kimani C",3.39,A-,0.67,,Toussaint
6441,ME,370,0,9,7,11,10,5,3,0,1,0,0,0,1,0,"Horn, Gavin P",3.2,B+,0.54,,Horn
6442,ME,370,2,11,25,8,14,10,1,3,2,0,2,1,0,0,"Park, Hae Won",3.21,B+,0.74,,Park
6443,ME,370,21,82,64,45,15,13,10,1,3,0,0,0,0,1,"Wissa, Aimy",3.57,A-,0.51,,Wissa
6444,ME,370,2,10,27,17,20,6,0,0,1,1,1,0,0,0,"Kim, Seok",3.34,B+,0.55,,Kim
6445,ME,370,59,66,33,27,29,16,9,4,2,0,0,0,1,0,"Flachsbart, Bruce R",3.55,A,0.56,,Flachsbart
6446,ME,370,9,19,24,7,3,0,0,1,1,0,0,0,0,0,"Liebenberg, Leon",3.69,A-,0.43,,Liebenberg
6447,ME,370,1,19,5,0,18,0,1,0,0,0,0,0,0,0,"Beaudoin, Armand J",3.52,A-,0.5,,Beaudoin
6448,ME,370,0,8,10,7,4,3,1,1,3,0,0,0,0,0,"Ozerinc, Sezer",3.28,B+,0.69,,Ozerinc
6449,ME,370,8,33,31,23,18,6,7,3,1,2,0,0,1,0,"van der Zande, Arend",3.39,A-,0.61,,van der Zande
6450,ME,370,0,37,0,7,24,0,2,6,0,0,1,0,0,1,"Socie, Darrell F",3.39,B+,0.69,,Socie
6451,ME,370,0,8,11,10,6,8,5,5,5,0,0,2,0,0,"Starzewski, Martin O",2.94,B,0.83,,Starzewski
6452,ME,370,14,16,9,5,3,6,3,0,1,0,0,0,1,0,"Hsiao-Wecksler, Elizabeth",3.51,A,0.59,,Hsiao-Wecksler
6453,ME,370,1,15,30,19,15,8,4,3,3,0,1,1,0,0,"Tawfick, Sameh H",3.26,B+,0.67,,Tawfick
6454,ME,371,123,219,94,51,17,2,0,2,0,0,0,0,3,0,"Downing, Stephen D",3.8,A,0.3,,Downing
6455,ME,371,26,107,93,63,50,23,7,3,5,0,1,0,2,0,"Mercer, Brian S",3.49,A-,0.53,,Mercer
6456,ME,371,21,11,5,1,0,1,0,0,0,0,0,0,0,1,"Tofangchi, Alireza",3.91,A+,0.25,,Tofangchi
6457,ME,371,2,16,5,6,6,0,0,0,0,0,0,0,0,0,"DiBerardino, Louis A",3.67,A,0.39,,DiBerardino
6458,ME,371,0,3,23,23,13,5,1,0,0,0,0,0,0,0,"Grinberg, Itay",3.35,B+,0.36,,Grinberg
6459,ME,371,0,19,8,2,1,0,0,1,0,0,0,0,1,0,"Pataky, Garrett J",3.66,A,0.42,,Pataky
6460,ME,371,4,28,34,26,12,9,3,0,0,1,1,0,1,0,"Dunn, Alison C",3.43,A-,0.53,,Dunn
6461,ME,371,6,10,17,4,5,0,0,0,0,0,0,0,0,0,"Saif, M Taher A",3.68,A-,0.33,,Saif
6462,ME,371,6,19,28,1,0,0,0,0,0,0,0,0,1,0,"Almeida de Souz, Joao Lui",3.75,A-,0.19,,Almeida de Souz
6463,ME,371,14,47,49,33,16,4,1,0,1,0,1,0,1,0,"Kim, Seok",3.58,A-,0.45,,Kim
6464,ME,470,22,161,44,12,8,2,1,3,1,0,0,0,0,0,"Johnson, Blake E",3.83,A,0.37,,Johnson
6465,ME,481,19,16,13,5,10,6,4,1,0,1,0,0,2,0,"Kersh, Mariana E",3.42,A-,0.61,,Kersh
6466,MS,101,3,3,13,4,2,2,0,0,0,0,0,0,0,0,"Chen, Wenrui",3.57,A-,0.37,,Chen
6467,MS,101,8,6,5,2,1,1,0,0,1,0,0,0,0,0,"Goel, Koeli M",3.68,A,0.55,,Goel
6468,MS,101,0,18,2,1,1,1,0,0,0,0,0,0,0,0,"Davis, Ian K",3.84,A,0.35,,Davis
6469,MS,101,13,13,15,14,8,5,1,2,2,0,0,0,0,0,"Stanfill, Melissa K",3.46,A-,0.59,,Stanfill
6470,MS,101,2,24,15,4,1,0,0,0,0,0,0,0,0,0,"Yomtoob, Desiree R",3.81,A,0.25,,Yomtoob
6471,MS,101,10,14,10,4,1,3,0,2,1,1,0,0,0,0,"Mejia, Robert",3.57,A,0.68,,Mejia
6472,MS,101,0,98,49,9,0,0,0,0,0,0,0,0,1,0,"Redmond, Dennis R",3.83,A,0.2,,Redmond
6473,MS,101,0,20,14,9,5,2,0,0,0,0,0,0,0,1,"Rasmusson, Sarah L",3.63,A-,0.38,,Rasmusson
6474,MS,166,3,6,5,8,9,1,2,1,0,0,0,0,0,0,"Bowden, Tiffany N",3.35,B+,0.53,,Bowden
6475,MS,166,0,14,6,1,3,1,1,1,1,0,0,0,0,0,"Crittenden, Letrell D",3.54,A,0.66,,Crittenden
6476,MS,166,3,11,3,5,2,3,1,0,1,0,1,0,0,0,"Potter, Richard A",3.42,A-,0.75,,Potter
6477,MS,264,1,25,19,13,8,3,1,0,0,0,0,0,0,0,"Niesen, Molly",3.59,A-,0.42,,Niesen
6478,MS,320,5,20,0,3,3,0,2,0,0,0,0,0,0,0,"Randolph, Carolyn A",3.75,A,0.49,,Randolph
6479,MS,320,4,8,7,2,2,4,0,1,1,2,1,0,1,0,"Washington, Myra",3.16,A-,0.89,,Washington
6480,MS,326,0,3,2,5,3,3,1,1,3,0,1,0,2,0,"Bergman, Tabe R",2.64,B,0.83,,Bergman
6481,MS,326,0,13,9,2,5,6,2,4,2,1,2,0,1,0,"Doran, Steven E",3.02,B+,0.89,,Doran
6482,MS,326,2,13,13,13,21,18,14,12,13,1,1,3,2,0,"Kwon, Jungmin",2.74,B-,0.81,,Kwon
6483,MS,351,0,10,7,10,20,2,1,2,0,0,1,0,1,1,"Arai, Sayuri",3.18,B+,0.58,,Arai
6484,MS,351,3,12,7,10,10,2,3,1,2,0,0,0,1,0,"Troger, Mandy",3.27,B+,0.63,,Troger
6485,MS,356,0,7,5,3,6,6,0,2,1,0,0,0,1,0,"Glennon, Ivy",3.1,B,0.65,,Glennon
6486,MS,356,0,3,11,8,8,1,0,1,1,1,0,0,0,0,"Rasmusson, Sarah L",3.26,B+,0.6,,Rasmusson
6487,MSE,280,2,11,0,6,10,0,2,1,0,0,0,0,0,0,"Sherburne, Matthew",3.4,B+,0.57,,Sherburne
6488,MSE,280,1,4,5,10,3,19,7,6,2,5,0,0,3,3,"Shang, Jian K",2.61,B-,0.72,,Shang
6489,MSE,280,2,10,10,22,20,14,12,12,4,4,0,2,0,0,"Aboukhatwa, Mohamed",2.86,B,0.76,,Aboukhatwa
6490,MSE,280,4,17,2,16,14,8,3,2,2,2,3,0,0,0,"Dillon, Shen J",3.12,B+,0.81,,Dillon
6491,MSE,457,2,13,4,1,15,2,3,4,1,0,0,0,0,0,"Evans, Christopher",3.22,B,0.7,,Evans
6492,MUS,101,8,5,6,0,1,3,0,0,0,0,1,0,0,0,"Rangel-Camacho, Victor J",3.58,A,0.7,,Rangel-Camacho
6493,MUS,102,9,30,36,18,17,15,11,7,9,2,3,2,7,1,"Mitchell, Rachel",3.02,B+,0.83,,Mitchell
6494,MUS,102,0,3,2,2,10,1,1,1,0,0,0,0,2,0,"Sapp, Timothy J",2.86,B,0.56,,Sapp
6495,MUS,102,0,7,3,0,8,1,0,2,0,0,1,0,0,0,"Paul, Cody A",3.21,B,0.78,,Paul
6496,MUS,102,0,3,7,5,1,0,3,0,1,0,0,0,2,0,"Nguyen, David Q",3.0,B+,0.67,,Nguyen
6497,MUS,102,3,10,7,1,0,0,0,0,0,0,0,0,0,0,"Griggs, Joyce L",3.86,A,0.19,,Griggs
6498,MUS,102,8,10,6,1,0,0,0,1,0,0,0,0,0,0,"Pearson, William R",3.82,A,0.41,,Pearson
6499,MUS,103,30,23,9,10,6,4,2,3,0,2,0,1,3,1,"Seo, Ju Ri",3.45,A,0.7,,Seo
6500,MUS,107,1,2,2,4,4,2,2,3,1,0,0,1,3,0,"Zurbin, Eric C",2.52,B,0.84,,Zurbin
6501,MUS,107,3,4,2,3,5,0,0,3,0,1,0,1,0,0,"Jang, Daehoon",3.11,B+,0.93,,Jang
6502,MUS,107,8,4,3,3,1,0,2,1,0,0,1,0,1,0,"Lewis, Ralph S",3.32,A,0.79,,Lewis
6503,MUS,107,5,3,1,4,1,3,1,1,1,1,0,2,0,0,"Sapp, Timothy J",2.99,B+,1.06,,Sapp
6504,MUS,107,6,10,7,7,4,6,4,3,0,0,0,0,1,0,"Smith, Lucas M",3.26,B+,0.65,,Smith
6505,MUS,107,5,9,3,1,2,0,0,0,1,0,0,0,1,0,"Harper, Khatiti",3.55,A,0.57,,Harper
6506,MUS,107,6,11,9,3,7,2,2,2,0,0,0,1,1,0,"Nguyen, David Q",3.33,A-,0.72,,Nguyen
6507,MUS,107,3,3,1,2,7,1,1,1,2,0,0,0,0,0,"Kim, Taehi",3.13,B,0.74,,Kim
6508,MUS,107,0,35,6,8,5,0,2,2,4,1,0,0,2,0,"Reyes, Deovides A",3.39,A,0.75,,Reyes
6509,MUS,108,0,0,1,6,4,4,4,2,2,1,1,0,0,0,"Jang, Daehoon",2.61,B-,0.69,,Jang
6510,MUS,108,21,29,7,11,2,1,2,3,0,1,2,0,0,0,"Mitchell, Rachel",3.61,A,0.71,,Mitchell
6511,MUS,108,0,5,2,2,8,1,1,0,0,0,0,0,4,0,"Sapp, Timothy J",2.74,B,0.69,,Sapp
6512,MUS,108,12,7,5,4,5,5,1,2,0,0,0,0,1,0,"Smith, Lucas M",3.39,A-,0.61,,Smith
6513,MUS,108,12,24,16,5,10,3,2,3,2,1,0,0,2,0,"Solya, Andrea",3.41,A-,0.67,,Solya
6514,MUS,108,0,2,3,4,2,4,0,2,3,0,0,0,1,0,"Nguyen, David Q",2.76,B,0.75,,Nguyen
6515,MUS,110,1,3,3,5,4,2,2,1,2,0,0,0,0,0,"Warner, Michael A",3.09,B+,0.7,,Warner
6516,MUS,110,2,2,10,4,10,8,4,0,0,4,0,2,4,0,"Woller, Alexander R",2.67,B,0.84,,Woller
6517,MUS,110,0,1,5,1,6,6,2,1,0,0,0,1,1,0,"Schokmiller, Michael G",2.79,B,0.69,,Schokmiller
6518,MUS,130,10,17,10,5,3,4,5,3,2,0,0,3,8,1,"Porche, Jamie M",2.91,A-,0.94,,Porche
6519,MUS,130,14,16,9,8,5,2,1,3,0,2,1,4,4,1,"Vallier, Nolan A",3.11,A-,0.98,,Vallier
6520,MUS,130,26,9,2,0,2,2,0,1,2,0,0,0,0,0,"Jorge, Jamil",3.73,A+,0.63,,Jorge
6521,MUS,130,11,30,11,5,4,2,2,1,1,2,0,3,1,2,"Horton, Christina M",3.44,A,0.87,,Horton
6522,MUS,130,330,245,146,95,88,63,29,26,19,12,12,12,50,4,"Magee, Gayle S",3.35,A,0.75,,Magee
6523,MUS,132,5,9,17,1,3,0,0,0,0,0,0,0,1,0,"Ramirez, Carlos R",3.63,A-,0.3,,Ramirez
6524,MUS,132,883,523,180,68,50,35,27,17,16,7,5,4,28,9,"Eagen, Megan K",3.74,A,0.5,,Eagen
6525,MUS,132,4,22,7,5,12,1,1,2,0,0,3,0,9,0,"Solis, Gabriel",2.94,A-,0.85,,Solis
6526,MUS,132,10,12,7,2,3,3,1,1,1,0,3,0,4,0,"Vallier, Nolan A",3.11,A-,0.89,,Vallier
6527,MUS,133,44,294,291,213,240,100,62,53,16,6,7,6,18,5,"Gordon, Lillie S",3.27,B+,0.64,,Gordon
6528,MUS,133,0,73,21,16,29,16,7,10,2,2,4,1,8,2,"Rios, Fernando E",3.17,B+,0.78,,Rios
6529,MUS,133,36,197,187,80,56,22,7,7,6,1,2,3,9,2,"Praeger, Ulrike",3.52,A-,0.54,,Praeger
6530,MUS,133,2,113,0,0,78,0,0,36,0,0,7,0,18,3,"Turino, Thomas R",3.04,B,0.83,,Turino
6531,MUS,133,378,90,32,25,15,11,6,7,4,3,2,0,9,0,"Vallier, Nolan A",3.76,A+,0.49,,Vallier
6532,MUS,133,1163,505,302,239,225,97,61,62,36,16,15,9,47,2,"Tsekouras, Ioannis",3.56,A,0.63,,Tsekouras
6533,MUS,133,105,100,123,30,17,16,8,6,6,2,2,0,8,3,"Deja, Richard M",3.57,A-,0.56,,Deja
6534,MUS,133,4,20,38,33,20,23,6,2,3,0,1,0,0,1,"Belkind, Nili",3.27,B+,0.58,,Belkind
6535,MUS,133,56,109,71,34,20,16,4,7,10,7,2,3,8,0,"Tse, Pui-Sze Priscil",3.43,A-,0.73,,Tse
6536,MUS,133,64,264,136,90,266,88,50,66,26,10,12,9,20,3,"Solis, Gabriel",3.15,B+,0.75,,Solis
6537,MUS,133,274,144,21,4,8,2,3,3,0,1,1,0,3,1,"Silvers, Michael B",3.89,A+,0.33,,Silvers
6538,MUS,201,1,6,3,1,5,0,1,3,0,0,0,0,1,0,"Hinkley, Brian J",3.13,B+,0.72,,Hinkley
6539,MUS,201,4,5,7,3,3,2,1,1,0,0,0,1,0,0,"Zhang, Ti",3.37,A-,0.77,,Zhang
6540,MUS,201,3,2,2,1,7,3,1,3,0,0,0,1,0,0,"Yi, Nan",2.99,B,0.81,,Yi
6541,MUS,202,4,19,15,18,6,14,3,9,4,0,3,1,3,2,"Lund, Erik R",3.01,B+,0.83,,Lund
6542,MUS,202,2,6,14,12,19,9,9,6,4,0,0,0,0,0,"Browning, Zack D",3.01,B,0.64,,Browning
6543,MUS,207,2,6,7,3,1,0,0,1,0,0,0,0,1,0,"Reyes, Deovides A",3.46,A-,0.49,,Reyes
6544,MUS,241,10,23,8,2,1,1,0,2,0,0,0,0,0,0,"Seybert, Katherine L",3.78,A,0.47,,Seybert
6545,MUS,241,3,25,25,2,0,0,0,0,0,0,0,0,0,0,"Cronenberg, Stephanie S",3.83,A,0.19,,Cronenberg
6546,MUS,241,19,19,1,1,0,0,1,0,1,0,0,0,0,0,"Denardo, Gregory F",3.88,A,0.44,,Denardo
6547,MUS,242,11,9,4,1,2,0,0,0,0,0,0,0,1,0,"Williams, Geoffrey",3.71,A,0.32,,Williams
6548,MUS,250,0,67,0,0,1,0,0,0,0,0,0,0,0,0,"May, Cameron L",3.99,A,0.12,,May
6549,MUS,250,0,50,0,0,0,0,0,0,0,0,1,0,0,0,"Power, Robert E",3.94,A,0.42,,Power
6550,MUS,250,0,40,12,3,0,0,0,0,0,0,0,0,0,1,"Shin, Ena",3.89,A,0.19,,Shin
6551,MUS,250,5,446,20,8,9,3,0,5,0,0,2,0,2,0,"Bergonzi, Louis S",3.9,A,0.33,,Bergonzi
6552,MUS,250,0,109,0,0,2,0,0,0,0,0,0,0,0,0,"Giem, Nathan G",3.98,A,0.13,,Giem
6553,MUS,261,10,12,4,4,2,0,0,0,0,0,0,0,0,0,"Arnold, Jonathan A",3.81,A,0.31,,Arnold
6554,MUS,272,88,4,4,0,0,2,0,0,0,0,0,0,0,0,"Dye, Christopher K",3.96,A+,0.2,,Dye
6555,MUS,272,0,47,1,1,0,0,0,0,0,0,0,0,1,0,"Burdett, John P",3.9,A,0.13,,Burdett
6556,MUS,272,0,34,3,0,1,0,0,0,0,0,0,0,1,0,"Gardner, Jason P",3.85,A,0.2,,Gardner
6557,MUS,408,9,8,2,1,0,0,1,0,0,1,0,0,0,0,"Lund, Erik R",3.74,A,0.64,,Lund
