Years,Term,Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor,Average GPA,Median Grade,Standard Deviation,Instructor Last Name
2010,Fall,ECON,202,1,11,0,3,5,0,2,7,0,0,2,0,2,1,"Margot, Diego",2.84,B,0.94,Margot
2010,Fall,ECON,202,3,14,0,8,38,0,5,14,0,2,5,1,2,0,"Santos, Raul Antonio C",2.79,B,0.83,Santos
2010,Fall,ECON,202,7,27,0,7,26,0,5,11,0,5,1,0,1,0,"Ay, Deniz",3.1,B,0.85,Ay
2010,Fall,ECON,202,0,11,0,4,6,0,1,6,0,0,1,0,0,1,"Shafer, Rachel C",3.13,B+,0.86,Shafer
2010,Fall,ECON,202,3,19,0,14,32,0,3,8,0,3,2,1,0,0,"Kim, Dongwoo",3.06,B,0.8,Kim
2010,Fall,ECON,202,5,26,0,7,30,0,4,14,0,5,2,0,0,0,"Da Matta, Rafael A",3.05,B,0.86,Da Matta
2010,Fall,ECON,203,2,10,12,11,13,8,7,2,2,4,8,2,11,1,"Set, Eric B",2.47,B,0.98,Set
2010,Fall,ECON,203,1,7,5,11,8,10,2,5,3,1,2,1,4,0,"Heydari Bararde, Yashar",2.69,B,0.83,Heydari Bararde
2010,Fall,ECON,203,5,13,16,12,16,6,7,7,3,5,2,2,4,1,"Ghazi Kalahroud, Soroush",2.86,B,0.88,Ghazi Kalahroud
2010,Fall,ECON,203,8,18,12,9,12,11,8,12,6,5,8,3,7,1,"Vachharajani, Vidisha N",2.63,B-,1.0,Vachharajani
2010,Fall,ECON,203,3,17,13,19,21,10,6,5,0,9,5,1,5,3,"Baghestanian, Sascha",2.83,B,0.88,Baghestanian
2010,Fall,ECON,302,23,32,13,35,33,24,4,17,6,0,1,0,4,0,"Sahakyan, Zaruhi M",3.13,B+,0.7,Sahakyan
2010,Fall,ECON,302,36,47,30,9,3,3,1,0,0,0,0,0,0,0,"Yannelis, Nicholas",3.81,A,0.33,Yannelis
2010,Fall,ECON,302,0,14,13,11,17,7,10,13,5,11,3,5,6,1,"O'Dea, Dennis C",2.51,B-,0.96,O'Dea
2010,Fall,ECON,302,5,16,10,49,19,15,10,19,10,5,18,0,6,1,"Arvin-Rad, Hassan",2.66,B,0.91,Arvin-Rad
2010,Fall,ECON,302,1,13,4,10,11,8,4,1,5,0,2,0,1,0,"Puzzello, Daniela",3.0,B,0.79,Puzzello
2010,Fall,ECON,303,2,7,11,10,13,10,3,6,0,0,0,1,0,1,"Esfahani, Hadi S",3.1,B,0.67,Esfahani
2010,Fall,ECON,490,7,24,12,4,3,0,0,1,0,0,0,0,0,0,"Esfahani, Hadi S",3.77,A,0.38,Esfahani
2010,Fall,ECON,500,2,8,37,16,18,5,0,0,0,0,0,0,0,0,"Krasa, Stefan",3.45,A-,0.37,Krasa
2010,Fall,ECON,506,3,26,17,15,18,9,0,0,0,0,0,0,0,0,"Toossi Ardakani, Ali",3.48,A-,0.46,Toossi Ardakani
2010,Fall,ENG,198,0,41,0,0,1,0,0,3,0,0,1,0,0,0,"Dragic, Peter D",3.78,A,0.66,Dragic
2010,Fall,ENG,198,0,166,0,0,32,0,0,9,0,0,3,0,4,2,"Price, Raymond L",3.65,A,0.61,Price
2010,Fall,ENG,199,47,25,2,2,1,0,0,0,0,0,0,0,0,0,"Linnemeyer, Susan A",3.96,A+,0.16,Linnemeyer
2010,Fall,ENG,199,4,10,3,0,3,3,0,0,0,0,0,0,0,0,"Larson, Susan M",3.65,A,0.5,Larson
2010,Fall,ENG,491,1,8,11,3,1,0,0,0,0,0,0,0,0,0,"Wang, Xinlei",3.72,A-,0.27,Wang
2010,Fall,ENGL,101,0,9,2,10,4,2,2,0,1,0,2,1,1,1,"Barber, Claire E",3.03,B+,0.89,Barber
2010,Fall,ENGL,101,0,16,9,6,3,0,0,1,0,0,0,0,1,0,"Rudy, Gwendolen A",3.56,A-,0.44,Rudy
2010,Fall,ENGL,102,0,0,9,2,4,5,2,3,0,0,0,0,1,1,"Alderfer, Sarah E",2.91,B,0.59,Alderfer
2010,Fall,ENGL,104,2,20,16,19,12,13,10,6,1,1,4,1,4,2,"Slobodnik, Sydney J",2.97,B+,0.8,Slobodnik
2010,Fall,ENGL,104,0,6,11,4,7,2,2,0,1,1,0,0,1,0,"Larabee, Melissa K",3.19,B+,0.65,Larabee
2010,Fall,ENGL,104,1,4,4,4,3,4,1,2,1,1,0,0,2,0,"Camargo, Sandra",2.85,B,0.77,Camargo
2010,Fall,ENGL,104,9,10,10,9,11,5,5,0,4,3,0,0,0,0,"Korman, Adam S",3.2,B+,0.78,Korman
2010,Fall,ENGL,104,2,3,5,8,4,3,4,1,0,2,0,1,0,0,"Ernstmeyer, Phillip W",3.02,B+,0.82,Ernstmeyer
2010,Fall,ENGL,104,1,24,4,5,11,4,0,2,1,0,1,0,5,1,"Condis, Megan A",3.13,A-,0.73,Condis
2010,Fall,ENGL,109,0,9,5,1,4,1,0,1,0,1,0,0,0,0,"Black, Michael L",3.44,A-,0.71,Black
2010,Fall,ENGL,109,0,13,3,3,3,2,0,0,0,0,0,0,0,0,"Walkiewicz, Kathryn A",3.64,A,0.46,Walkiewicz
2010,Fall,ENGL,109,1,10,7,4,0,0,0,0,0,0,0,0,0,0,"Holguin, Marilyn M",3.77,A,0.25,Holguin
2010,Fall,ENGL,109,0,11,6,3,1,1,1,0,0,0,0,0,0,0,"Skwarczek, Katherine A",3.65,A-,0.46,Skwarczek
2010,Fall,ENGL,109,0,2,6,3,3,3,2,0,0,0,0,1,1,0,"Garber, Cecily R",2.97,B+,0.75,Garber
2010,Fall,ENGL,109,0,4,11,3,2,1,0,1,0,0,0,0,0,0,"Cherolis, Stephanie M",3.5,A-,0.47,Cherolis
2010,Fall,ENGL,109,0,8,5,3,4,1,1,0,1,0,0,0,0,0,"Clements, Jill H",3.44,A-,0.61,Clements
2010,Fall,ENGL,109,1,11,2,2,2,1,0,0,1,0,0,0,1,1,"Sheets, Frank R",3.44,A,0.62,Sheets
2010,Fall,ENGL,109,3,2,4,6,4,1,1,0,1,0,0,0,1,1,"McCormick, Julie M",3.19,B+,0.58,McCormick
2010,Fall,ENGL,115,0,20,8,2,1,0,0,0,0,0,0,0,1,1,"Sellers, Edward J",3.72,A,0.27,Sellers
2010,Fall,ENGL,116,0,7,15,4,6,2,0,0,0,1,0,0,0,0,"Deck, Alice A",3.46,A-,0.53,Deck
2010,Fall,ENGL,116,1,7,8,8,3,2,1,1,0,0,0,0,0,0,"Morris, David",3.44,A-,0.51,Morris
2010,Fall,ENGL,116,1,11,5,3,5,3,0,0,2,0,0,0,0,1,"Vincent, Jonathan E",3.42,A-,0.66,Vincent
2010,Fall,ENGL,200,0,14,7,4,2,1,2,2,0,0,0,0,1,0,"Sahn, Sarah F",3.4,A-,0.62,Sahn
2010,Fall,ENGL,200,0,7,7,3,5,2,1,0,0,0,0,0,0,0,"Fitzgerald, Jill M",3.45,A-,0.49,Fitzgerald
2010,Fall,ENGL,200,4,5,7,13,2,2,1,0,0,0,0,0,0,1,"Ha, In Hye",3.49,B+,0.42,Ha
2010,Fall,ENGL,200,12,14,3,1,1,2,1,1,0,0,0,0,0,0,"Dennis, Sarah",3.74,A,0.53,Dennis
2010,Fall,ENGL,200,5,8,9,2,2,2,3,1,0,1,0,0,0,0,"McLeer, Heather A",3.43,A-,0.7,McLeer
2010,Fall,ENGL,200,1,9,6,3,5,4,4,1,2,0,0,0,0,0,"Mercado, Jessica M",3.21,B+,0.72,Mercado
2010,Fall,ENGL,251,1,5,8,11,1,1,1,0,0,0,0,0,1,1,"Tuszynska, Agnieszka",3.38,B+,0.41,Tuszynska
2010,Fall,ENGL,273,0,15,12,13,10,0,2,1,0,0,0,0,0,1,"Curry, Ramona",3.47,A-,0.47,Curry
2010,Fall,ENGL,300,0,3,5,5,5,1,1,0,1,0,2,0,0,0,"Gilmore, Shawn P",3.07,B+,0.83,Gilmore
2010,Fall,ENGL,300,3,3,7,2,2,0,2,1,1,0,0,0,1,0,"Wilcox, Kirstin R",3.21,A-,0.7,Wilcox
2010,Fall,ENGL,300,0,5,6,3,6,2,2,0,0,0,0,0,0,1,"Murison, Justine S",3.33,B+,0.52,Murison
2010,Fall,ENGL,301,1,5,5,7,10,0,1,0,0,0,0,0,0,0,"Nazar, Hina",3.38,B+,0.43,Nazar
2010,Fall,ENGL,301,1,10,8,7,0,2,0,0,1,1,1,1,0,2,"Basu, Anustup",3.33,A-,0.9,Basu
2010,Fall,ENGL,301,0,5,9,5,4,1,4,2,2,0,0,0,0,0,"Murison, Justine S",3.16,B+,0.71,Murison
2010,Fall,ENGL,418,0,7,0,0,15,0,0,10,0,0,0,0,0,0,"Cole, Howard C",2.91,B,0.72,Cole
2010,Fall,ENGL,418,1,1,6,7,12,2,1,2,0,0,0,0,1,0,"Kay, W D",3.06,B,0.48,Kay
2010,Fall,ENGL,455,0,9,4,4,4,2,1,0,2,1,1,0,2,0,"Somerville, Siobhan B",2.98,B+,0.87,Somerville
2010,Fall,ENGL,455,0,4,1,15,9,2,5,0,0,0,0,0,0,0,"Capino, Jose B",3.16,B+,0.46,Capino
2010,Fall,EOL,440,0,141,4,2,1,0,0,0,0,0,0,0,0,0,"Lewis, Alisha L",3.98,A,0.12,Lewis
2010,Fall,EPS,201,16,3,1,1,0,0,0,0,0,0,0,1,0,0,"Jones, John W",3.8,A+,0.7,Jones
2010,Fall,EPS,202,14,8,0,1,0,0,0,0,0,0,0,0,0,0,"Laosebikan, Olanipekun",3.97,A+,0.14,Laosebikan
2010,Fall,EPS,202,3,8,5,4,1,1,0,0,0,0,0,0,0,0,"Zayed, Kevin S",3.7,A,0.37,Zayed
2010,Fall,EPS,410,0,28,29,8,2,0,0,0,0,0,0,0,0,0,"Higgins, Christopher R",3.75,A-,0.26,Higgins
2010,Fall,EPSY,220,0,24,0,0,2,0,0,3,0,0,0,0,0,0,"Weidenbenner, Jennifer V",3.72,A,0.64,Weidenbenner
2010,Fall,EPSY,220,0,27,0,0,1,0,0,0,0,0,0,0,1,0,"Lim, Youn Seon",3.83,A,0.23,Lim
2010,Fall,EPSY,220,0,20,3,3,1,0,0,0,0,1,0,0,0,0,"Murdock, Christina D",3.76,A,0.54,Murdock
2010,Fall,EPSY,220,1,21,0,2,1,0,0,0,0,0,0,0,2,0,"Kordesh, Kathleen",3.62,A,0.37,Kordesh
2010,Fall,EPSY,220,10,8,0,1,2,0,0,0,0,1,0,0,0,0,"Bilton, Michael A",3.76,A,0.61,Bilton
2010,Fall,FIN,221,0,26,7,3,25,1,2,15,2,0,7,0,1,0,"Kitwiwattanacha, Chanatip",2.95,B,0.93,Kitwiwattanacha
2010,Fall,FIN,221,1,26,2,4,16,3,0,8,0,0,1,0,2,2,"Yao, Chen",3.2,B+,0.75,Yao
2010,Fall,FIN,221,1,32,4,6,26,2,0,4,1,0,0,0,0,0,"Durguner, Seda",3.42,B+,0.61,Durguner
2010,Fall,FIN,221,1,22,3,2,20,2,2,5,2,1,3,0,1,0,"Nyekel, Victor I",3.08,B,0.87,Nyekel
2010,Fall,FIN,221,1,40,5,5,24,1,0,9,0,1,1,0,6,0,"Durguner, Sena",3.16,B+,0.74,Durguner
2010,Fall,FIN,241,0,7,5,3,6,5,2,1,0,1,0,0,0,0,"Perkins, Scott E",3.19,B+,0.68,Perkins
2010,Fall,FIN,241,0,7,7,4,20,0,1,0,0,0,0,0,0,0,"Sinow, David M",3.32,B,0.43,Sinow
2010,Fall,FIN,300,0,2,2,4,4,1,3,4,1,1,2,0,1,0,"Oltheten, Elisabeth",2.53,B-,0.86,Oltheten
2010,Fall,FIN,300,0,0,4,10,7,8,8,6,0,0,3,0,10,0,"Finnerty, Joseph E",2.21,B-,0.75,Finnerty
2010,Fall,FIN,300,0,2,2,4,8,4,6,1,4,2,1,0,0,0,"Waspi, Kevin G",2.64,B-,0.76,Waspi
2010,Fall,FIN,300,0,0,3,8,14,14,12,7,9,5,1,2,2,1,"Jackson, James L",2.38,B-,0.7,Jackson
2010,Fall,FIN,311,3,10,17,16,3,4,6,2,0,0,1,0,1,0,"Deuskar, Prachi A",3.28,B+,0.63,Deuskar
2010,Fall,FIN,321,5,14,0,9,8,0,0,2,0,0,0,0,0,0,"Davis, Donald W",3.53,A,0.55,Davis
2010,Fall,FIN,423,0,15,22,3,0,0,0,0,0,0,0,0,0,0,"Krueger, George J",3.77,A-,0.2,Krueger
2010,Fall,FIN,434,0,10,10,17,12,7,3,0,0,0,0,0,0,0,"Brown, Jeffrey R",3.3,B+,0.47,Brown
2010,Fall,FIN,490,9,51,6,13,22,0,0,1,0,0,0,0,0,0,"Sinow, David M",3.66,A,0.45,Sinow
2010,Fall,FIN,501,0,41,31,41,22,3,0,0,0,0,0,0,0,0,"Miller, Nolan H",3.54,A-,0.38,Miller
2010,Fall,FIN,511,0,17,10,5,6,1,2,1,0,0,0,0,0,0,"Goodfriend, Jaimi E",3.54,A-,0.53,Goodfriend
2010,Fall,FIN,511,10,16,28,27,32,52,0,0,0,0,0,0,0,0,"Chan, Kuo Chi",3.22,B,0.49,Chan
2010,Fall,FIN,512,42,64,14,9,9,6,0,0,0,0,0,0,0,0,"France, Virginia G",3.81,A,0.37,France
2010,Fall,FIN,521,2,52,17,14,35,8,0,0,1,0,0,0,0,0,"Weisbenner, Scott J",3.51,A-,0.5,Weisbenner
2010,Fall,FR,101,2,1,7,0,6,3,0,1,1,1,0,0,0,0,"Saint-Maxent, Nadege J",3.12,B,0.73,Saint-Maxent
2010,Fall,FR,101,2,4,3,3,6,1,0,1,1,0,1,0,1,0,"Stanny, Margaret E",3.06,B+,0.78,Stanny
2010,Fall,FR,101,0,5,4,3,4,0,1,3,1,0,0,1,0,1,"Nicholas, Jessica A",3.06,B+,0.9,Nicholas
2010,Fall,FR,102,2,11,2,4,1,3,0,1,0,0,0,0,0,1,"Curtin, Sean M",3.57,A,0.57,Curtin
2010,Fall,FR,103,1,7,2,3,3,1,1,3,0,0,0,0,0,0,"Beyogle, Richard",3.3,B+,0.72,Beyogle
2010,Fall,FSHN,101,0,33,0,0,27,0,0,7,0,0,0,0,2,0,"Bohn, Dawn M",3.29,B,0.67,Bohn
2010,Fall,FSHN,199,0,19,0,0,4,0,0,1,0,0,0,0,0,0,"Plawecki, Karen L",3.75,A,0.52,Plawecki
2010,Fall,GE,331,0,1,1,0,3,5,1,5,2,0,4,0,3,1,"Keane, Richard D",1.99,C,0.81,Keane
2010,Fall,GEOG,101,6,31,25,11,7,2,1,1,0,0,1,0,0,0,"Lechtenberg, Devon M",3.62,A-,0.51,Lechtenberg
2010,Fall,GEOG,101,3,27,14,15,12,7,2,2,1,0,0,0,0,1,"Fogelman, Charles J",3.45,A-,0.57,Fogelman
2010,Fall,GEOG,101,3,20,24,23,5,1,1,0,2,0,0,0,1,1,"Kone, Moussa",3.5,A-,0.46,Kone
2010,Fall,GEOG,101,8,23,21,20,6,2,0,2,0,0,0,0,0,0,"Coulter, Kathryn M",3.6,A-,0.44,Coulter
2010,Fall,GEOG,101,1,27,27,16,4,1,2,2,0,0,0,0,0,0,"Minn, Michael",3.6,A-,0.45,Minn
2010,Fall,GEOG,101,1,12,18,21,14,7,3,1,1,1,0,0,4,0,"Cheng, Benjamin C",3.14,B+,0.56,Cheng
2010,Fall,GEOL,100,20,35,20,32,21,14,11,3,6,1,1,1,2,1,"Long, Ann D",3.26,B+,0.71,Long
2010,Fall,GEOL,100,4,16,8,17,11,7,6,2,1,1,0,1,3,0,"Li, Xiaoxiao",3.11,B+,0.7,Li
2010,Fall,GEOL,100,12,10,12,28,16,18,10,7,2,3,2,1,3,0,"Torbeck, Douglas R",2.97,B+,0.75,Torbeck
2010,Fall,GEOL,103,1,14,18,6,11,5,0,3,3,0,1,0,1,0,"Sen, Pragnyadipta",3.24,A-,0.71,Sen
2010,Fall,GER,102,2,5,1,1,6,1,2,1,2,0,0,0,0,0,"Chambers, Adam D",3.13,B,0.78,Chambers
2010,Fall,GER,103,0,8,2,3,3,1,1,2,1,1,1,1,0,0,"Istvanits, Kerstin",3.0,B+,1.04,Istvanits
2010,Fall,GER,250,3,11,8,1,0,0,0,0,0,0,0,0,0,0,"Meyer, Paul E",3.86,A,0.19,Meyer
2010,Fall,GER,250,0,6,7,5,2,0,0,1,0,0,0,0,0,0,"Glont, Anca M",3.54,A-,0.47,Glont
2010,Fall,GLBL,296,12,7,3,1,0,1,0,0,0,0,0,0,1,0,"Wedig, Timothy E",3.72,A,0.33,Wedig
2010,Fall,GLBL,296,0,5,3,4,6,1,1,0,0,0,1,0,0,0,"Diehl, Paul F",3.25,B+,0.69,Diehl
2010,Fall,GS,101,11,37,9,10,6,9,4,2,1,3,1,0,1,0,"Puente, Sylvia",3.41,A,0.76,Puente
2010,Fall,GS,101,25,22,9,3,5,3,1,0,1,0,0,3,4,1,"West, Lori",3.42,A,0.78,West
2010,Fall,GS,101,0,47,23,10,2,3,1,1,0,0,0,0,2,0,"Parrott, Julian D",3.64,A,0.41,Parrott
2010,Fall,GS,101,0,75,16,6,3,4,1,1,1,1,0,0,0,0,"Armstrong, Christopher M",3.76,A,0.5,Armstrong
2010,Fall,GS,101,0,76,8,3,3,0,1,0,0,0,1,0,0,0,"Waranyuwat, Adva S",3.87,A,0.41,Waranyuwat
2010,Fall,GS,101,4,30,9,3,8,4,2,3,1,0,0,0,4,0,"Blazek, Karen K",3.32,A,0.66,Blazek
2010,Fall,GS,101,24,13,8,17,5,3,3,2,1,3,0,0,0,0,"Mulvaney, Carrie A",3.46,A-,0.71,Mulvaney
2010,Fall,GS,101,13,46,6,2,6,1,1,1,2,1,0,0,0,1,"Parrish, Michael L",3.73,A,0.6,Parrish
2010,Fall,GS,101,0,30,13,5,6,5,5,1,0,2,0,1,0,0,"Hazen, Meghan",3.42,A-,0.76,Hazen
2010,Fall,GS,101,34,37,6,3,3,0,1,0,2,0,1,0,3,2,"Heintz, Hollie",3.69,A,0.54,Heintz
2010,Fall,GS,101,0,19,14,23,41,6,7,10,3,4,2,0,4,0,"Myers, Michael D",2.94,B,0.71,Myers
2010,Fall,GS,101,2,8,4,2,3,1,0,0,2,0,0,0,1,0,"Gershenfeld, Susan",3.32,A-,0.7,Gershenfeld
2010,Fall,GS,101,25,37,5,5,2,3,0,1,0,0,0,1,0,0,"Kotowski, Jennifer",3.79,A,0.53,Kotowski
2010,Fall,GS,101,5,54,5,2,4,1,2,3,2,0,0,0,1,0,"Tomasiewicz, Ryan",3.67,A,0.61,Tomasiewicz
2010,Fall,GS,101,11,39,8,6,2,1,0,2,1,1,2,0,0,0,"Watson, Sarah D",3.66,A,0.72,Watson
2010,Fall,GWS,100,0,27,3,0,1,0,0,0,0,0,0,0,0,0,"Mukherjee, Reshmi",3.94,A,0.2,Mukherjee
2010,Fall,GWS,100,1,18,19,23,16,7,1,1,1,0,0,0,2,0,"Hasinoff, Amy A",3.31,B+,0.49,Hasinoff
2010,Fall,HIST,100,0,47,11,6,9,2,1,4,1,2,2,1,2,0,"Rabin, Dana",3.39,A,0.83,Rabin
2010,Fall,HIST,110,1,1,11,11,7,5,0,2,2,0,0,0,2,0,"Brennan, James R",3.02,B+,0.58,Brennan
2010,Fall,HIST,120,8,28,27,14,13,8,6,1,0,2,4,2,2,0,"Toby, Ronald P",3.25,A-,0.81,Toby
2010,Fall,HIST,141,0,18,21,22,32,16,11,15,9,0,3,0,5,0,"Symes, Carol L",2.86,B,0.73,Symes
2010,Fall,HIST,142,0,32,30,26,16,8,5,0,1,0,0,0,1,0,"Micale, Mark S",3.42,A-,0.5,Micale
2010,Fall,HIST,171,5,36,48,36,28,13,2,3,3,1,6,1,4,2,"Espiritu, Augusto F",3.24,B+,0.71,Espiritu
2010,Fall,HIST,172,2,11,10,9,9,2,1,0,1,0,0,0,0,0,"Oberdeck, Kathryn J",3.44,A-,0.52,Oberdeck
2010,Fall,HIST,200,0,8,11,4,0,1,0,0,0,0,0,0,0,0,"Fouche, Rayvon D",3.68,A-,0.31,Fouche
2010,Fall,HIST,200,0,5,1,5,3,3,0,2,1,0,0,0,2,0,"Schneider, Dorothee",2.86,B+,0.72,Schneider
2010,Fall,HORT,105,29,61,22,10,12,12,2,7,4,1,1,1,1,1,"Masiunas, John B",3.5,A,0.72,Masiunas
2010,Fall,HORT,107,0,22,26,17,10,1,0,1,0,0,2,0,0,0,"Noland, Dianne A",3.5,A-,0.56,Noland
2010,Fall,IB,150,35,143,59,56,25,23,14,6,3,1,2,0,1,0,"Hickox, Tracey E",3.54,A-,0.59,Hickox
2010,Fall,IB,199,0,97,1,0,7,0,2,0,0,0,2,0,0,0,"Hickox, Tracey E",3.85,A,0.51,Hickox
2010,Fall,IE,300,1,12,13,15,26,15,14,12,4,0,4,0,4,2,"Keane, Richard D",2.79,B,0.73,Keane
2010,Fall,INFO,103,3,2,2,4,2,3,3,0,0,0,2,0,2,1,"Volkman, Erik R",2.77,B,0.87,Volkman
2010,Fall,IS,490,6,17,0,1,0,0,0,0,0,0,0,0,0,0,"Mussulman, David E",3.97,A,0.13,Mussulman
2010,Fall,IS,501,0,128,27,9,2,0,0,0,0,0,0,0,0,1,"Smith, Linda C",3.9,A,0.21,Smith
2010,Fall,IS,504,9,17,0,1,0,0,0,0,0,0,0,0,0,0,"Wong, Melissa A",3.98,A,0.13,Wong
2010,Fall,IS,504,0,47,4,0,2,0,0,0,0,0,0,0,0,0,"Holba Puacz, Jeanne T",3.94,A,0.21,Holba Puacz
2010,Fall,IS,505,2,8,3,3,2,3,0,1,0,0,0,0,0,0,"Johnson, Debra W",3.5,A-,0.58,Johnson
2010,Fall,IS,506,2,20,1,0,1,0,0,0,0,0,0,0,0,0,"McDowell, Kathleen",3.94,A,0.21,McDowell
2010,Fall,IS,581,0,12,8,2,2,0,0,0,0,0,2,0,0,0,"D'Arpa, Christine",3.54,A-,0.79,D'Arpa
2010,Fall,IS,590,0,15,5,1,0,0,0,0,0,0,0,0,0,0,"Bregman, Alvan M",3.89,A,0.19,Bregman
2010,Fall,ITAL,101,0,2,0,0,11,0,0,6,0,0,2,0,2,0,"Quesito, Claudia",2.39,B,0.78,Quesito
2010,Fall,ITAL,101,0,3,0,0,11,0,0,5,0,0,1,0,2,0,"Zulato, Alessia",2.55,B,0.75,Zulato
2010,Fall,ITAL,101,0,9,0,0,9,0,0,2,0,0,1,0,1,0,"Fiore, Giovanni",3.09,B,0.81,Fiore
2010,Fall,ITAL,101,0,24,0,0,14,0,0,9,0,0,1,0,1,1,"Flack, Corey J",3.2,B,0.83,Flack
2010,Fall,ITAL,103,0,12,0,0,11,0,0,1,0,0,0,0,0,0,"Hill, Laura C",3.46,A,0.58,Hill
2010,Fall,ITAL,103,0,9,0,0,9,0,0,6,0,0,0,0,1,0,"Derhemi, Eda",3.0,B,0.77,Derhemi
2010,Fall,JAPN,201,3,5,5,4,2,2,1,0,0,0,0,1,0,0,"Sadler, Misumi",3.39,A-,0.76,Sadler
2010,Fall,JAPN,203,1,6,4,1,1,2,1,2,2,0,0,1,0,0,"Kinoshita, Rika",3.08,A-,0.99,Kinoshita
2010,Fall,JAPN,203,2,3,7,0,0,6,3,1,2,0,0,0,0,0,"Kim, Jung Sun",3.08,A-,0.78,Kim
2010,Fall,JOUR,411,2,8,0,2,16,0,1,21,0,0,5,0,0,1,"Helle, Steven J",2.62,B,0.89,Helle
2010,Fall,KIN,101,2,32,8,6,3,3,0,0,0,0,0,0,0,0,"Poh, Paula",3.75,A,0.39,Poh
2010,Fall,KIN,102,29,43,12,6,1,0,1,0,0,1,0,0,0,1,"Weikert, Madeline L",3.86,A,0.37,Weikert
2010,Fall,KIN,104,203,290,9,11,2,0,2,1,0,0,1,0,8,5,"Weber, Melissa B",3.9,A,0.23,Weber
2010,Fall,KIN,109,0,49,0,0,1,0,0,1,0,0,0,0,0,0,"Kim, Kyung O",3.94,A,0.31,Kim
2010,Fall,LAS,101,363,511,94,39,60,18,8,15,8,1,3,1,7,4,"Hoffman, Ruth A",3.78,A,0.47,Hoffman
2010,Fall,LAS,101,148,192,24,10,17,10,3,6,2,1,0,1,2,2,"Scott, Sharon L",3.81,A,0.47,Scott
2010,Fall,LAST,170,49,22,2,4,2,1,0,0,0,0,0,0,1,1,"Duros, Laura E",3.87,A+,0.26,Duros
2010,Fall,LAST,170,26,11,3,3,1,1,0,0,0,0,0,0,0,0,"Peralta, Jose",3.88,A+,0.29,Peralta
2010,Fall,LAW,601,1,7,7,12,12,17,0,0,0,0,0,0,0,0,"Kar, Robin B",3.2,B,0.47,Kar
2010,Fall,LAW,601,2,5,8,12,17,9,2,1,0,0,0,0,0,0,"Maggs, Peter B",3.2,B,0.47,Maggs
2010,Fall,LAW,601,0,6,8,17,16,7,0,0,0,0,0,0,0,0,"Brubaker, Ralph E",3.27,B+,0.39,Brubaker
2010,Fall,LAW,602,1,7,6,17,18,5,1,1,0,0,0,0,0,1,"Reynolds, Laura A",3.26,B+,0.44,Reynolds
2010,Fall,LAW,603,1,5,10,16,14,5,4,0,0,0,0,0,0,0,"Wexler, Lesley M",3.25,B+,0.45,Wexler
2010,Fall,LAW,604,1,3,9,4,10,3,2,2,0,0,0,0,0,0,"Johnson, Eric A",3.21,B+,0.55,Johnson
2010,Fall,LAW,604,0,8,11,20,25,9,2,1,0,0,0,0,0,0,"Ross, Jacqueline E",3.22,B+,0.43,Ross
2010,Fall,LAW,604,2,10,10,15,23,16,0,2,0,0,0,0,0,0,"Etienne, Margareth",3.21,B,0.49,Etienne
2010,Fall,LAW,633,1,7,10,12,9,2,0,1,0,0,0,0,2,0,"Williams, Cynthia A",3.25,B+,0.46,Williams
2010,Fall,LAW,633,3,11,34,60,10,7,4,0,0,0,0,0,0,0,"Aviram, Amitai",3.4,B+,0.37,Aviram
2010,Fall,LAW,682,1,19,22,31,20,5,6,1,0,0,0,0,0,0,"Johnson, Eric A",3.36,B+,0.47,Johnson
2010,Fall,LAW,792,3,3,2,4,3,3,3,0,0,0,0,0,0,0,"Kuenning, Matthew P",3.27,B+,0.6,Kuenning
2010,Fall,LAW,792,1,10,3,5,5,2,3,10,1,0,0,0,0,1,"Rubin, E L",3.02,B,0.81,Rubin
2010,Fall,LAW,794,0,6,5,7,5,1,0,0,0,0,0,0,0,0,"Robak, Michael J",3.47,B+,0.4,Robak
2010,Fall,LAW,798,0,26,46,8,1,0,0,0,0,0,0,0,0,0,"Benson, Sara R",3.73,A-,0.22,Benson
2010,Fall,LER,100,1,21,6,2,10,6,2,5,1,1,3,2,4,1,"Noble, William T",2.89,B,0.97,Noble
2010,Fall,LER,100,0,8,1,1,2,4,0,3,0,0,1,0,3,0,"Mauer, Michael P",2.73,B,0.91,Mauer
2010,Fall,LER,100,0,5,4,4,5,3,1,3,1,0,2,0,1,1,"Arnold, Dexter P",2.86,B,0.85,Arnold
2010,Fall,LER,100,1,20,9,6,16,7,3,4,8,1,2,0,7,2,"Ashby, Steven",2.8,B,0.86,Ashby
2010,Fall,LER,100,0,22,12,4,6,4,1,4,1,0,1,0,8,0,"Hawking, Carol J",2.97,A-,0.8,Hawking
2010,Fall,LER,100,0,5,1,3,3,5,1,1,1,1,0,1,6,1,"Silbar, Earl V",2.29,B-,0.96,Silbar
2010,Fall,LER,100,0,11,3,4,6,1,2,3,2,1,0,0,0,0,"Cohen, Margaret L",3.16,B+,0.82,Cohen
2010,Fall,LER,100,0,19,10,4,9,1,1,5,0,0,2,0,7,1,"Takahashi, Beverly",2.93,A-,0.83,Takahashi
2010,Fall,LER,100,0,25,5,4,8,4,1,6,1,0,0,0,6,0,"Berchman, Mark R",3.04,A-,0.76,Berchman
