Subject,Number,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
ACCY,312,9,22,31,26,23,9,2,1,0,0,0,0,0,1,"Chorvat, Elizabeth A"
ACCY,312,18,16,28,24,30,25,2,0,0,0,0,0,1,0,"Osswald, Benjamin"
ACCY,312,6,169,8,13,120,7,3,29,2,0,4,0,2,5,"Holder, Daniel E"
ACCY,312,3,31,14,9,20,20,1,2,1,0,1,0,0,1,"Hutchens, Matthew"
ACCY,312,19,91,86,157,103,61,14,14,10,0,0,0,0,4,"Lisowsky, Petro"
ACCY,398,344,18,6,4,1,0,0,12,0,0,0,0,0,0,"Nekrasz, Frank"
ACCY,398,15,43,0,0,10,0,0,15,0,0,0,0,1,0,"Hutchens, Matthew"
ACCY,405,6,43,26,34,70,10,2,4,3,0,1,0,0,1,"Pike, Joel E"
ACCY,405,3,8,3,9,6,6,1,1,0,0,0,0,0,0,"Stern, Matthew T"
ACCY,405,8,132,100,96,72,10,11,2,0,0,0,0,0,3,"Pomeroy, Bradley M"
ACCY,405,0,9,4,8,8,6,2,0,0,0,0,0,0,0,"Gordon, Shawn J"
ACCY,405,1,58,22,14,52,9,5,4,3,0,0,0,0,0,"Peecher, Mark E"
ACCY,405,3,113,203,255,143,49,36,13,4,1,2,0,0,2,"Thompson, Anne M"
ACCY,405,3,19,4,1,3,3,1,1,0,0,0,0,0,0,"Rogowski, Edward J"
ACCY,405,18,27,16,33,8,2,4,0,0,0,0,0,0,0,"Mathrumandiram, Padmakuma"
ACCY,405,1,32,50,37,27,19,6,4,5,3,3,0,0,1,"Lullo, Michael J"
ACCY,405,1,7,8,12,7,2,0,0,0,0,0,0,0,1,"Poziemski, Elizabeth C"
ACCY,405,0,20,13,14,13,3,1,0,1,0,0,0,0,0,"Grenier, Jonathan H"
ACCY,405,18,107,217,280,118,45,21,3,5,1,0,0,0,2,"Bauer, Timothy D"
ACCY,405,0,50,19,24,15,13,14,7,2,1,1,0,1,0,"Ciconte, William"
ACCY,405,1,31,29,15,22,13,5,5,5,0,0,0,0,0,"Chatterton, Angel"
ACCY,405,1,15,4,8,4,0,0,0,0,0,0,0,0,0,"McHugh, Marion E"
ACCY,405,2,35,68,69,52,28,11,3,0,1,1,0,1,0,"Asante Appiah, Bright"
ACCY,405,1,20,16,21,10,0,1,0,0,0,0,0,0,0,"Leiby, Justin"
ACCY,405,1,7,7,8,8,0,1,0,1,0,0,0,0,0,"Zimbelman, Aaron F"
ACCY,405,2,94,31,37,62,10,5,4,1,0,0,0,1,0,"Kink, Dawn M"
ACCY,410,73,299,174,106,154,120,46,25,12,0,20,0,6,8,"Kustanovich, Michael"
ACCY,410,3,19,11,6,9,10,0,2,0,0,2,0,0,0,"Elliott, W B"
ACCY,410,6,71,53,50,51,28,9,7,5,0,1,0,0,1,"Ibrahim, Adel Nematallah"
ACCY,410,71,115,65,63,96,51,24,23,7,6,1,3,1,3,"Steward, Cynthia G"
ACCY,410,49,109,54,79,115,44,21,21,7,6,7,1,0,0,"Chen, Ciao-Wei"
ACCY,410,14,26,37,31,48,31,5,1,0,0,0,0,0,0,"Persson, Martin E"
ACCY,410,42,40,30,43,36,38,19,1,0,0,0,0,1,1,"Urcan, Oktay"
ACCY,415,0,46,29,88,32,27,5,7,2,0,1,2,3,0,"Lullo, Michael J"
ACCY,415,0,126,76,91,72,40,16,18,8,2,1,0,2,1,"Ciconte, William"
ACCY,415,0,4,6,5,17,5,2,7,2,1,0,1,1,0,"Chatterton, Angel"
ACCY,415,3,67,20,6,43,10,0,7,4,2,5,2,0,1,"Pesch, Heather L"
ACCY,415,3,30,8,8,15,1,0,4,2,0,2,0,0,0,"Kink, Dawn M"
ACCY,451,5,22,3,0,42,2,0,3,2,0,0,0,0,0,"Davis, Jon S"
ACCY,451,1,224,0,0,92,0,0,66,12,0,0,0,1,0,"Holder, Charles B"
ACCY,451,12,25,18,24,15,8,5,0,1,0,1,0,0,0,"Donohoe, Michael P"
ACCY,451,28,20,7,14,14,5,3,7,4,0,0,0,2,1,"Alt, Amanda J"
ACCY,451,5,26,14,33,21,19,12,8,0,0,1,0,0,0,"Cox, Sharon P"
ACCY,451,10,26,17,19,41,17,6,3,0,1,0,0,0,0,"Bodtke, James E"
ACCY,451,0,41,35,60,129,8,4,3,0,0,0,0,0,0,"Sternburg, Thomas"
ACCY,451,0,10,0,0,13,0,0,1,0,0,0,0,0,0,"Holder, Daniel E"
ACCY,451,26,97,48,55,60,24,18,4,1,1,0,0,1,0,"Hutchens, Matthew"
ACCY,451,2,10,18,18,8,1,2,2,1,0,2,0,0,0,"Beardsley, Erik L"
ACCY,500,54,89,25,25,49,23,9,16,4,0,2,0,0,0,"Zhang, Li"
ACCY,500,0,54,5,4,1,0,0,0,0,0,0,0,0,0,"Finnegan, Thomas"
ACCY,500,6,60,33,23,10,2,0,0,0,0,0,0,0,0,"Venugopalan, Raghunathan"
ACCY,500,108,80,75,60,51,37,12,5,2,2,0,0,0,0,"Augusto Sampaio, Gerlando"
ACCY,500,18,68,63,42,35,16,8,2,1,0,0,0,0,0,"Davis, Gregory L"
ACCY,500,1504,1387,1078,558,454,95,45,9,4,1,1,0,34,17,"Urcan, Oktay"
ACCY,500,8,65,50,10,0,0,0,0,0,0,0,0,0,0,"Sandretto, Michael J"
ACCY,501,420,535,390,265,237,99,59,41,20,8,10,7,50,13,"Augusto Sampaio, Gerlando"
ACCY,501,0,189,95,122,103,23,2,4,2,0,0,2,0,1,"Ibrahim, Adel Nematallah"
ACCY,501,29,128,90,50,39,16,7,6,1,0,0,0,3,2,"Davis, Gregory L"
ACCY,501,15,68,36,17,39,10,2,0,0,0,2,0,0,0,"Ahmed, Waqar"
ACCY,502,131,386,187,128,76,34,27,14,2,3,5,0,0,2,"Schwartz, Rachel"
ACCY,502,13,233,144,108,117,77,30,21,7,1,7,0,10,2,"Ibrahim, Adel Nematallah"
ACCY,502,5,24,5,23,8,11,4,5,1,0,0,1,0,0,"Zhang, Li"
ACCY,502,3,20,23,14,3,1,0,0,0,0,0,0,0,0,"Kao, Glenda W"
ACCY,502,26,72,96,43,36,12,0,3,0,0,0,0,0,3,"Hepp, John"
ACCY,502,78,162,91,77,61,44,23,20,8,1,1,0,3,0,"Mendoza, Scott A"
ACCY,503,2,12,7,9,11,4,3,6,0,0,0,0,8,0,"Zhang, Li"
ACCY,503,30,81,37,28,26,13,4,3,4,0,0,0,1,0,"Fisher, Mitchell B"
ACCY,503,9,161,107,63,34,6,0,1,0,0,0,0,0,0,"Venugopalan, Raghunathan"
ACCY,503,22,44,0,3,2,1,1,0,0,0,1,0,0,0,"Herbold, T J"
ACCY,503,179,408,225,123,72,47,13,17,8,2,2,2,18,2,"Chen, Xiaoling"
ACCY,503,4,22,19,15,5,2,0,0,1,0,0,0,0,0,"Williamson, Michael"
ACCY,503,5,26,14,3,7,3,1,0,0,0,0,0,0,0,"Wu, Martin G"
ACCY,503,513,2381,1326,1122,957,294,105,67,19,3,6,1,24,20,"Hecht, Gary W"
ACCY,503,10,18,14,4,2,1,0,1,1,3,1,0,0,0,"Augusto Sampaio, Gerlando"
ACCY,503,4,19,20,9,8,7,0,0,0,0,0,0,0,0,"Fan, Qintao"
ACCY,503,6,39,28,2,0,0,0,0,0,0,0,0,0,0,"Sandretto, Michael J"
ACCY,504,119,494,221,191,483,51,5,4,3,0,3,0,4,0,"Peecher, Mark E"
ACCY,504,0,40,29,21,4,3,2,2,0,0,0,0,0,0,"Rozario, Andrea M"
ACCY,504,5,215,120,86,47,21,7,2,1,0,0,0,0,0,"Chatterton, Angel"
ACCY,504,14,49,44,38,23,0,0,0,0,0,0,0,0,0,"Turner, Cynthia W"
ACCY,504,58,48,26,10,4,0,0,0,0,0,0,0,0,0,"Mathrumandiram, Padmakuma"
ACCY,504,1,156,85,0,184,11,2,2,1,0,0,0,0,0,"Pesch, Heather L"
ACCY,505,1,18,0,7,5,1,0,0,0,0,0,0,0,0,"Holder, Charles B"
ACCY,505,19,77,35,36,46,27,4,1,3,0,0,0,0,0,"Alt, Amanda J"
ACCY,505,0,480,107,90,17,1,0,1,0,0,0,0,0,0,"Finnegan, Thomas"
ACCY,505,1,74,28,16,59,8,5,10,0,0,0,0,0,0,"Chatterton, Angel"
ACCY,505,6,6,3,4,5,5,0,1,0,0,0,0,0,0,"Henderson, Belinda C"
ACCY,505,23,150,65,52,95,26,0,1,1,0,1,0,0,0,"Cox, Sharon P"
ACCY,505,0,79,0,0,39,0,0,10,0,0,0,0,0,0,"Holder, Daniel E"
ACCY,505,194,694,317,244,221,93,36,21,2,2,1,0,19,4,"Hutchens, Matthew"
ACCY,506,6,8,3,13,34,17,0,11,0,0,1,0,0,0,"Ahmed, Waqar"
ACCY,506,58,78,61,80,18,5,0,0,0,0,0,0,0,0,"Urcan, Oktay"
ACCY,507,159,240,81,48,32,19,19,12,5,4,1,0,2,1,"Donohoe, Michael P"
ACCY,510,1,12,14,12,73,71,0,9,1,0,1,0,2,0,"Beck, Paul J"
ACCY,510,95,380,40,120,124,34,20,8,2,0,0,0,0,1,"Steward, Cynthia G"
ACCY,510,0,173,209,148,135,17,1,0,0,0,0,0,0,1,"Polinski, Paul W"
ACCY,510,0,26,0,8,6,1,1,0,0,0,0,0,0,0,"Brown, Nerissa"
ACCY,510,61,145,137,133,88,30,0,1,0,0,0,0,0,0,"Hepp, John"
ACCY,510,0,71,61,47,56,35,7,3,1,0,0,0,0,0,"Doogar, Rajib K"
ACCY,510,8,23,24,29,48,9,0,0,0,0,0,0,1,0,"Persson, Martin E"
ACCY,511,6,25,30,28,26,13,5,0,0,0,0,0,0,0,"Steward, Cynthia G"
ACCY,511,30,97,181,118,56,0,0,0,0,0,0,0,0,0,"Narayanamoorthy, Ganapath"
ACCY,511,12,101,140,129,77,16,4,8,0,0,0,0,0,0,"Sougiannis, Theodore"
ACCY,511,1,72,76,63,29,4,0,0,0,0,0,0,1,0,"Abdel-Khalik, Ahmed R"
ACCY,511,2,8,6,17,7,3,1,1,1,0,0,0,0,0,"Zong, Bing"
ACCY,512,29,351,54,26,13,9,4,1,0,0,0,0,0,0,"Schwartz, Rachel"
ACCY,512,5,89,43,17,7,1,0,1,0,0,0,0,1,0,"Chen, Xiaoling"
ACCY,512,0,55,18,7,15,2,0,2,0,0,0,0,2,0,"Wang, Wei"
ACCY,512,24,60,24,31,19,14,0,1,0,0,0,0,0,0,"Wu, Martin G"
ACCY,512,0,108,128,60,29,6,2,2,0,0,0,0,0,0,"Hecht, Gary W"
ACCY,512,25,86,70,42,0,3,0,0,0,0,0,0,0,0,"Du, Fei"
ACCY,512,20,64,8,1,2,0,0,0,0,0,0,0,0,0,"Lu, Zhenzhong L"
ACCY,512,0,24,8,8,4,5,1,5,1,0,0,0,0,0,"Koo, Seung Hyun"
ACCY,512,86,492,247,108,48,8,3,0,0,0,0,1,0,1,"Chandler, John S"
ACCY,515,0,5,3,9,4,1,1,0,0,0,0,0,0,0,"Lullo, Michael J"
ACCY,515,1,66,24,24,88,21,0,7,0,0,0,0,0,0,"Beck, Paul J"
ACCY,515,0,40,46,41,39,16,1,2,0,0,0,0,0,0,"Williams, Devin J"
ACCY,515,0,63,29,28,37,7,1,0,0,0,0,0,0,0,"Majors, Tracie M"
ACCY,515,0,0,2,6,9,3,1,0,0,0,0,0,0,0,"Chatterton, Angel"
ACCY,515,1,18,11,17,12,1,0,0,0,0,0,0,0,0,"McHugh, Marion E"
ACCY,515,10,7,3,1,2,0,0,0,0,0,0,0,0,0,"Mathrumandiram, Padmakuma"
ACCY,515,0,95,92,111,100,38,2,0,0,0,1,0,0,1,"Zhou, Yuepin"
ACCY,515,0,183,149,145,107,32,3,7,3,0,0,1,0,1,"Hobson, Jessen L"
ACCY,517,16,96,29,7,12,1,1,1,0,0,0,0,0,0,"Jackson, Kevin"
ACCY,517,1,53,22,0,1,0,0,1,0,0,0,0,0,0,"Elliott, W B"
ACCY,517,5,21,28,16,14,0,0,0,0,0,0,0,0,0,"Brown, Timothy J"
ACCY,517,4,510,215,265,275,113,12,14,1,0,0,0,1,4,"Ibrahim, Adel Nematallah"
ACCY,517,12,56,15,13,31,5,0,0,0,0,0,0,0,0,"Zhang, Li"
ACCY,517,27,39,8,2,1,0,0,0,0,0,0,0,0,0,"Brown, Nerissa"
ACCY,517,0,120,120,36,18,4,1,1,1,0,0,0,0,1,"Hamm, Brian K"
ACCY,517,2,5,12,17,40,20,0,0,0,0,0,0,0,0,"Imhoff, Eugene A"
ACCY,517,40,170,32,32,21,3,0,4,1,0,0,0,0,0,"Li, Yue"
ACCY,517,0,5,6,11,0,0,0,0,0,0,0,0,0,0,"Abdel-Khalik, Ahmed R"
ACCY,517,5,18,22,2,1,2,0,0,0,0,0,0,0,0,"Fanning, Kirsten B"
ACCY,518,159,30,3,4,1,0,0,1,0,0,0,0,0,0,"Nekrasz, Frank"
ACCY,551,0,41,28,54,133,8,1,0,0,0,0,0,0,0,"Sternburg, Thomas"
ACCY,552,1,101,81,90,149,6,2,0,0,0,0,0,0,0,"Sternburg, Thomas"
ACCY,553,11,31,17,12,3,0,0,0,0,0,0,0,0,0,"Whitlock, Brian T"
ACCY,553,1,24,20,23,43,0,0,0,0,0,0,0,0,0,"Sternburg, Thomas"
ACCY,553,6,13,19,11,10,0,0,0,0,0,0,0,0,0,"Lawler, Michael R"
ACCY,553,6,9,18,12,12,2,0,0,0,0,0,0,0,0,"Engle, Howard S"
ACCY,556,17,24,32,31,21,4,0,0,0,0,0,0,0,0,"Varadharajan, Anupama"
ACCY,556,0,130,26,8,86,10,2,8,0,0,0,0,0,0,"Holder, Daniel E"
ACCY,556,9,19,10,10,6,2,0,0,0,0,0,0,0,0,"Aquino, Glenn D"
ACCY,556,3,46,72,47,8,4,0,0,0,0,0,0,0,0,"Chorvat, Elizabeth A"
ACCY,557,14,34,35,20,16,14,0,0,0,0,0,0,0,0,"McAlpine, William C"
ACCY,559,1,25,34,26,13,4,1,0,0,0,0,0,0,0,"Meier, Walter K"
ACCY,560,93,110,96,27,9,0,0,0,0,0,0,0,0,0,"Chandler, John S"
ACCY,570,39,38,3,1,1,0,0,0,0,0,0,0,0,0,"Mendoza, Kimberly"
ACCY,570,39,55,5,3,3,2,0,0,0,0,1,0,0,0,"Herbold, T J"
ACCY,570,1,25,8,3,3,3,2,0,0,0,0,0,1,0,"Brunner, Robert J"
ACCY,570,38,217,103,27,17,2,1,0,0,0,0,0,0,0,"Anand, Vic"
ACCY,570,32,26,4,2,0,0,0,0,0,0,0,0,0,0,"Lu, Zhenzhong L"
ACCY,574,2,134,5,3,8,1,0,1,0,0,0,0,0,0,"Leiby, Justin"
ACCY,575,7,69,18,4,1,0,0,2,0,0,0,0,0,0,"Brown, Timothy J"
ACCY,575,46,128,57,15,13,7,1,0,1,1,0,1,0,0,"Penn, Michael W"
ACCY,575,2,45,42,8,2,0,0,0,0,0,0,0,0,0,"Anand, Vic"
ACCY,575,9,89,83,25,4,1,0,1,0,0,0,0,0,0,"Zhu, Wei"
ACCY,575,39,26,4,1,1,0,0,0,0,0,0,0,1,0,"Park, Ye Joo"
ACCY,575,40,147,45,18,2,2,1,0,0,0,0,1,0,0,"Hobson, Jessen L"
ACCY,578,33,0,0,1,0,0,0,0,1,0,0,0,0,0,"Nekrasz, Frank"
ACCY,593,7,77,26,8,18,9,3,1,0,0,1,0,0,0,"Kustanovich, Michael"
ACCY,593,2,51,3,4,0,1,0,0,0,0,0,0,0,0,"Noonan, James R"
ACCY,593,18,74,9,12,53,0,0,0,0,0,0,0,0,0,"Ziegler, Richard E"
ACCY,593,71,115,12,7,1,0,0,0,0,0,0,0,0,0,"Nekrasz, Frank"
ACCY,593,22,90,22,23,113,8,0,2,0,0,0,0,0,0,"Ahmed, Waqar"
ACCY,593,0,60,0,0,0,0,0,1,0,0,0,0,0,0,"Reierson, Timothy J"
ACE,100,1,13,7,4,6,2,1,3,3,1,3,0,3,0,"Yu, Chengzheng"
ACE,100,1,5,6,8,4,7,6,4,4,2,1,1,1,0,"Hanig, Ross A"
ACE,100,24,37,28,15,21,10,4,8,1,1,3,3,3,1,"Hadunka, Protensia"
ACE,100,0,1,4,3,3,2,5,1,1,0,0,0,2,0,"Wei, Min-Fang"
ACE,100,10,39,37,53,78,56,31,34,17,10,8,4,13,0,"Goldsmith, Peter D"
ACE,100,3,27,20,13,10,6,8,5,1,1,0,1,2,0,"Cai, Chang"
ACE,100,2,2,5,3,3,1,0,0,3,0,3,0,0,0,"Bullock, David S"
ACE,100,3,5,6,2,13,2,8,6,4,0,0,1,0,0,"Turi, Kedir N"
ACE,100,18,9,6,4,6,4,4,5,4,1,2,1,1,0,"Reed, Caleb N"
ACE,100,6,5,3,2,4,2,3,0,0,0,1,0,0,1,"Kalaitzandonake, Maria H"
ACE,100,108,290,256,254,342,176,151,170,96,52,69,62,75,8,"Gundersen, Lisa C"
ACE,100,2,3,10,11,10,0,2,6,2,2,0,2,1,0,"Rodriguez, Divina Gracia"
ACE,100,5,8,11,5,5,4,5,2,1,0,0,0,1,0,"Kim, Hyun"
ACE,161,0,1449,0,0,579,0,0,205,0,0,75,0,56,11,"Rogalla, Valerie"
ACE,161,3,6,5,1,0,4,3,0,0,1,0,0,0,0,"Forrest, Samantha S"
ACE,161,17,22,0,1,8,0,1,4,0,1,0,0,1,0,"Burak, Steven"
ACE,161,29,44,7,9,2,1,3,4,0,0,2,0,0,0,"Li, Liqing"
ACE,161,0,112,0,4,15,0,0,2,0,2,1,1,1,0,"Parthum, Bryan M"
ACE,161,0,332,0,0,119,0,0,58,0,0,4,0,13,3,"Burnett, Meghan L"
ACE,161,1,13,0,4,6,0,0,0,0,0,0,0,0,0,"Naughton, Conner J"
ACE,161,0,2571,0,0,588,0,0,170,0,0,54,0,37,7,"Lo, Alexander C"
ACE,161,0,29,0,0,10,0,0,5,0,0,0,0,3,0,"Batts, Ryan M"
ACE,161,19,42,20,6,8,1,3,2,3,0,0,1,2,2,"Fernandes Tomon, Andre"
ACE,199,0,19,0,0,13,0,0,5,0,0,1,0,0,0,"Lo, Alexander C"
ACE,199,254,89,25,17,10,3,7,6,0,0,2,1,12,2,"Stoddard, Paul B"
ACE,199,5,32,1,1,5,0,0,0,0,0,0,0,0,0,"Barnard, Jessa M"
ACE,199,39,36,4,0,3,0,0,0,0,0,1,0,0,0,"Irani, Kaizad R"
ACE,240,11,29,12,10,9,5,4,6,1,2,0,1,0,0,"Sanchez, Donovan"
ACE,240,1805,1480,2,9,419,6,1,192,0,0,47,0,107,7,"Lemoine, Craig"
ACE,240,2,17,4,9,45,4,9,34,3,1,9,3,2,1,"Braden, John B"
ACE,240,27,16,10,4,5,1,2,2,0,0,2,0,3,0,"Stoddard, Paul B"
ACE,341,0,19,2,1,0,0,0,0,0,0,0,0,0,0,"Miller, Theresa S"
ACE,341,15,137,46,12,17,3,4,3,2,1,2,0,0,1,"Finnegan, Ann B"
ACE,341,59,99,29,5,19,6,3,5,1,1,2,1,1,0,"Helton, Caroline A"
ACE,341,15,66,28,14,15,2,2,7,2,0,5,0,4,0,"Allen, Sharon C"
ACE,341,43,7,0,0,2,0,0,0,0,0,0,0,0,0,"Kuebler, Jacob D"
ACE,341,21,29,7,2,3,1,0,0,0,0,1,0,0,0,"Karplus, Lauren E"
ACE,360,159,161,114,67,74,47,26,22,16,9,5,4,9,2,"Doehring, Todd A"
ACE,360,18,50,11,6,16,5,2,5,4,0,1,2,5,0,"Campbell, William D"
ACE,360,0,20,20,9,2,4,0,0,0,0,1,0,1,0,"Lin, Zhiling"
ACE,360,13,10,13,5,2,3,2,1,3,0,0,0,0,1,"Naughton, Conner J"
ACE,398,0,16,5,2,1,0,0,0,0,0,0,0,0,0,"Miller, Theresa S"
ACE,398,7,31,4,0,1,0,0,0,1,0,0,0,0,0,"Finnegan, Ann B"
ACE,398,6,83,0,0,6,0,0,1,0,0,0,0,1,2,"Lemoine, Craig"
ACE,398,0,17,7,1,0,0,0,0,0,0,0,0,0,0,"Paulson, Nicholas D"
ACE,398,6,12,3,5,6,0,2,2,0,0,0,2,0,0,"Ando, Amy W"
ACE,398,8,32,16,8,6,1,0,1,0,0,0,1,0,0,"Ellison, Brenna"
ACE,427,25,12,8,2,4,2,0,0,1,1,0,0,0,0,"Tremacoldi Ross, Pedro"
ACE,427,0,27,22,16,14,7,7,2,1,0,0,0,4,0,"Mallory, Mindy L"
ACE,444,35,277,138,99,142,72,25,14,6,1,11,1,6,2,"Schnitkey, Gary D"
ACE,444,8,26,5,6,23,0,5,5,0,1,6,0,1,0,"Sherrick, Bruce J"
ACE,445,3,44,0,0,7,1,0,8,0,0,0,0,0,1,"Lemoine, Craig"
ACES,101,12,6,5,0,0,0,1,0,0,0,0,0,0,0,"Miller, Carli J"
ACES,101,33,12,8,2,1,0,1,0,0,0,0,0,0,0,"Luchini, Virginia"
ACES,101,34,7,4,0,1,0,1,0,1,0,0,0,0,0,"Bohn, Martin O"
ACES,101,6,3,9,1,2,0,1,1,1,0,1,0,0,0,"Sloffer, Elizabeth M"
ACES,101,21,10,7,3,2,0,2,0,0,1,1,0,1,0,"Li, Kailiang"
ACES,101,31,12,1,3,1,0,2,0,2,0,0,0,0,0,"Jones-Hamlow, Katelyn A"
ACES,101,17,2,0,1,0,0,0,0,0,0,0,0,1,0,"Arenberg, Mary R"
ACES,101,75,23,6,1,2,0,2,1,0,1,1,0,2,0,"Emmert, Jason L"
ACES,101,42,9,3,0,1,0,2,0,0,0,0,0,1,0,"Larson, Eric"
ACES,101,45,29,6,2,3,2,2,0,1,0,0,0,0,0,"Breen, John"
ACES,101,52,29,6,2,3,2,1,1,0,0,1,0,3,0,"Allen, Crystal A"
ACES,101,9,4,2,3,2,0,1,0,0,0,0,0,0,0,"Lin, Zhiling"
ACES,101,29,11,8,2,3,0,1,0,1,2,1,1,0,0,"Helton, Caroline A"
ACES,101,18,19,5,3,2,1,2,0,0,1,1,0,1,0,"Shumway, Trent A"
ACES,101,36,29,10,4,1,2,1,1,2,0,0,0,1,1,"Heinrichs, Pamela A"
ACES,101,17,4,0,2,0,0,0,0,0,0,0,0,0,0,"Milashoski, William J"
ACES,101,13,11,2,0,1,1,0,0,1,0,0,1,0,0,"Knepp, Aleksi R"
ACES,101,11,11,0,1,0,0,1,0,1,0,1,0,0,0,"Schnitkey, Gary D"
ACES,101,51,16,0,4,1,2,2,0,1,1,0,1,3,0,"Ohms, Cory J"
ACES,101,62,38,7,8,2,4,5,2,2,1,4,2,0,0,"Schneider, Alicia M"
ACES,101,11,6,1,2,2,0,0,0,0,0,0,0,0,0,"Burak, Steven"
ACES,101,63,11,5,4,5,1,0,0,0,0,0,0,0,0,"Granger, Kyle L"
ACES,101,44,4,2,0,0,0,0,1,0,0,1,1,1,0,"Tansey, Joel M"
ACES,101,9,8,2,1,0,0,1,0,0,1,0,0,0,0,"Murray, Joseph L"
ACES,101,16,5,2,0,0,0,0,0,0,0,0,0,1,0,"Nickols, Sharon M"
ACES,101,15,5,1,2,0,1,1,0,0,0,0,0,0,0,"Tran, Steve"
ACES,101,3,33,10,1,2,1,0,0,2,0,0,0,1,0,"Nelson, Scott B"
ACES,101,78,17,3,2,3,1,0,0,0,0,0,0,0,0,"Brooks, Jan D"
ACES,101,3,27,12,2,4,4,2,1,0,0,0,0,2,0,"Munaretto, Claire M"
ACES,101,13,6,6,1,1,1,1,0,0,0,0,0,0,1,"Wooten, Jessica M"
ACES,101,21,2,3,1,0,0,0,0,0,0,0,0,0,0,"Edge, Brittani K"
ACES,101,6,9,3,1,2,1,0,0,0,0,0,0,0,0,"Ogolsky, Brian G"
ACES,101,24,18,3,2,0,1,1,0,0,0,0,0,1,0,"Edmonds, Devin A"
ACES,101,0,1201,0,0,97,0,0,33,0,0,11,0,18,0,"Simmons, F W"
ACES,101,10,11,3,1,2,0,1,1,0,0,0,0,1,0,"Hamann, Angela N"
ACES,101,15,23,6,0,3,1,3,0,0,0,1,0,2,0,"Miller, James R"
ACES,101,36,11,6,7,4,1,0,0,1,2,1,0,0,0,"Honegger, Logan J"
ACES,101,0,17,8,0,1,0,0,1,1,0,0,0,0,1,"Moore, Stephanie S"
ACES,101,36,7,4,4,2,0,0,0,0,0,0,0,0,0,"Suski, Cory D"
ACES,101,35,18,2,1,0,0,1,1,0,0,1,0,0,0,"Elmore, Ailie C"
ACES,101,0,23,10,5,5,1,3,3,1,0,0,0,0,0,"Ang, Qi Qi Amanda"
ACES,101,19,39,11,8,1,1,1,0,0,0,0,0,6,0,"Sizemore, Courtni R"
ACES,101,25,5,1,0,1,0,0,0,0,1,0,0,0,0,"Castle, Christopher L"
ACES,101,10,8,6,2,0,0,0,1,0,1,0,0,0,0,"Karplus, Lauren E"
ACES,101,23,3,2,1,1,0,0,0,0,0,0,0,0,0,"Kim, Elizabeth J"
ACES,179,25,112,65,52,82,25,14,24,13,4,6,5,27,4,"Reid, Debra A"
ACES,199,40,35,17,5,5,3,1,0,2,3,0,2,10,1,"Smist, Jennifer A"
ADV,150,33,33,0,1,5,0,0,3,1,0,1,0,1,0,"Lee, Yujin"
ADV,150,826,1741,148,162,580,53,44,131,13,14,42,7,79,9,"Hall, Steven R"
ADV,150,43,23,2,0,5,0,0,2,0,1,1,0,1,0,"Faisal, Naufil B"
ADV,150,48,22,0,0,2,0,1,2,0,0,1,0,1,0,"Arreazola, Catherine J"
ADV,150,27,30,1,1,12,0,0,2,1,0,0,0,5,0,"Wang, Yanyun"
ADV,281,0,42,5,2,43,1,1,10,1,0,3,0,2,0,"Lee, Seo Yoon"
ADV,281,4,4,5,9,5,11,2,2,6,1,0,0,1,0,"Rahman, Nisa P"
ADV,281,7,8,9,5,10,5,2,3,2,3,0,1,0,0,"Heo, Seo Jeong"
ADV,281,6,61,10,18,175,13,9,60,9,3,5,1,2,1,"Vargas, Patrick T"
ADV,281,5,48,7,1,40,1,1,10,0,1,0,0,1,0,"Hamilton, Kristy A"
ADV,281,8,50,16,6,42,5,6,11,6,0,5,0,7,1,"Shabalina, Olga I"
ADV,281,6,55,4,1,44,1,1,23,1,0,3,0,6,0,"Ren, Yilin"
ADV,281,1,12,16,27,29,18,16,11,8,6,4,1,3,0,"Wise, Kevin R"
ADV,281,1,14,2,1,24,2,1,9,0,0,2,1,0,0,"Wang, Yanyun"
ADV,283,78,2,3,1,0,1,0,0,0,0,0,1,0,0,"Gilliland, Mary L"
ADV,283,20,21,14,9,5,7,0,0,2,0,0,0,1,0,"Fisher, Jacob T"
ADV,283,0,242,122,46,29,20,3,2,1,0,0,0,1,0,"Mabry-Flynn, Amanda D"
ADV,283,0,102,14,3,6,4,1,1,0,1,0,0,0,0,"Meron, Shachar"
ADV,283,0,25,4,3,1,1,0,0,0,0,0,0,0,0,"Hu, Xiaohan"
ADV,283,0,43,4,2,1,1,0,1,0,0,0,1,0,0,"Zhang, Shiyue"
ADV,283,0,46,4,2,3,1,0,2,0,0,0,0,1,0,"Park, Se Il"
ADV,283,2,250,149,28,6,1,0,0,0,0,0,0,2,0,"Raquel, Steve A"
ADV,283,59,170,71,29,30,12,1,4,3,0,1,0,3,0,"Hitchon, Jacqueline C"
ADV,283,0,46,27,9,3,0,0,0,1,0,0,0,0,0,"Nelson, Michelle R"
ADV,284,24,68,61,29,18,16,2,3,2,1,0,3,1,0,"Pham, Giang V"
ADV,284,0,35,13,1,1,0,0,0,0,0,0,0,0,0,"Chen, Wei Fen"
ADV,284,0,30,14,4,1,2,0,0,1,1,0,0,0,0,"Chung, Un Chae"
ADV,284,0,84,59,23,22,10,2,1,0,0,0,0,0,0,"Das, Susmita"
ADV,284,22,110,132,56,23,16,7,9,4,0,1,0,0,0,"Duff, Brittany"
